K00001	alcohol_dehydrogenase_[EC:1.1.1.1]
K15776	cyclo-DOPA_5-O-glucosyltransferase_[EC:2.4.1.-]
K15777	4,5-DOPA_dioxygenase_extradiol_[EC:1.13.11.-]
K15778	phosphomannomutase_/_phosphoglucomutase_[EC:5.4.2.8_5.4.2.2]
K15779	phosphoglucomutase_/_phosphopentomutase_[EC:5.4.2.2_5.4.2.7]
K15780	bifunctional_protein_TilS/HprT_[EC:6.3.4.19_2.4.2.8]
K15781	putative_phosphoserine_phosphatase_/_1-acylglycerol-3-phosphate_O-acyltransferase_[EC:3.1.3.3_2.3.1.51]
K15782	Lrp/AsnC_family_transcriptional_regulator,_regulator_of_ectoine-degradation_genes
K15783	ectoine_hydrolase
K15784	N-alpha-acetyl-L-2,4-diaminobutyrate_deacetylase_[EC:3.5.1.-]
K15785	L-2,4-diaminobutyrate_transaminase_[EC:2.6.1.-]
K15786	aspartate-semialdehyde_dehydrogenase_[EC:1.2.1.-]
K15787	flavonol-3-O-rhamnosyltransferase_[EC:2.4.1.-]
K15788	glycerate_kinase_[EC:2.7.1.31]
K15789	threonine_3-dehydrogenase_[EC:1.1.1.103]
K15790	nitrogen_fixation_protein_NifQ
K15791	probable_2-oxoglutarate_dehydrogenase_E1_component_DHKTD1_[EC:1.2.4.2]
K15792	murE/murF_fusion_protein_[EC:6.3.2.13_6.3.2.10]
K15793	acyclic_sesquiterpene_synthase_[EC:4.2.3.49_4.2.3.47_3.1.7.6]
K15794	(S)-beta-bisabolene_synthase_[EC:4.2.3.55]
K15795	(Z)-gamma-bisabolene_synthase_[EC:4.2.3.40]
K15796	(E)-gamma-bisabolene_synthase_[EC:4.2.3.59]
K15797	(S)-beta-macrocarpene_synthase_[EC:5.5.1.17]
K15798	santalene_and_bergamotene_synthase_[EC:4.2.3.50_4.2.3.53_4.2.3.54]
K15799	(+)-alpha-barbatene_synthase_[EC:4.2.3.69]
K15800	germacrene_A_oxidase_[EC:1.1.1.314_1.14.13.123]
K15801	(E,E)-germacrene_B_synthase_[EC:4.2.3.71]
K15802	germacrene_C_synthase_[EC:4.2.3.60]
K15803	(-)-germacrene_D_synthase_[EC:4.2.3.22_4.2.3.75]
K15804	5-epiaristolochene_synthase_[EC:4.2.3.61]
K15805	5-epiaristolochene_1,3-dihydroxylase_[EC:1.14.13.119]
K15806	(+)-delta-selinene_synthase_[EC:4.2.3.76]
K15807	patchoulol_synthase_[EC:4.2.3.70]
K15808	beta-caryophyllene_synthase_[EC:4.2.3.57]
K15809	cis-muuroladiene_synthase_[EC:4.2.3.67]
K15810	dammaradiene_synthase_[EC:5.4.99.37]
K15811	protostadienol_synthase_[EC:5.4.99.32]
K15812	cucurbitadienol_synthase_[EC:5.4.99.33]
K15813	beta-amyrin_synthase_[EC:5.4.99.39]
K15814	beta-amyrin_24-hydroxylase_[EC:1.14.99.43]
K15815	lupeol_synthase_2_[EC:5.4.99.39_5.4.99.40_5.4.99.41]
K15816	lupeol_synthase_1_[EC:4.2.1.128_5.4.99.41]
K15817	dammarenediol_II_synthase_[EC:4.2.1.125]
K15818	germanicol_synthase_[EC:5.4.99.34]
K15819	taraxerol_synthase_[EC:5.4.99.35]
K15820	isomultiflorenol_synthase_[EC:5.4.99.36]
K15821	thalianol_synthase_[EC:5.4.99.31]
K15822	camelliol_C_synthase_[EC:5.4.99.38]
K15823	arabidiol_synthase_[EC:4.2.1.124]
K15824	farsoic_acid_methyltransferase
K15825	juvenile_hormone_diol_kinase
K15826	sesquiterpenoid_omega-hydroxylase
K15827	formate_hydrogenlyase_subunit_2
K15828	formate_hydrogenlyase_subunit_3
K15829	formate_hydrogenlyase_subunit_4
K15830	formate_hydrogenlyase_subunit_5
K15831	formate_hydrogenlyase_subunit_6
K15832	formate_hydrogenlyase_subunit_7
K15833	formate_hydrogenlyase_regulatory_protein_HycA
K15834	formate_hydrogenlyase_maturation_protein_HycH
K15835	RpiR_family_transcriptional_regulator,_murPQ_operon_repressor
K15836	formate_hydrogenlyase_transcriptional_activator
K15837	G-protein_signaling_modulator_2
K15838	G-protein_signaling_modulator_3
K15839	G-protein_signaling_modulator_1
K15840	prodynorphin
K15841	small_regulatory_RNA_GlmY
K15842	cytotoxicity-associated_immunodominant_antigen
K15843	outer_membrane_protein_HopC/AlpA
K15844	outer_membrane_protein_HopB/AlpB
K15845	outer_membrane_protein_HopZ
K15846	neuraminyllactose-binding_hemagglutinin
K15847	outer_membrane_protein_BabA
K15848	outer_membrane_protein_SabA
K15849	bifunctional_aspartate_aminotransferase_and_glutamate/aspartate-prephenate_aminotransferase_[EC:2.6.1.1_2.6.1.78_2.6.1.79]
K15850	two-component_system,_autoinducer_1_sensor_kinase/phosphatase_LuxN_[EC:2.7.13.3_3.1.3.-]
K15851	quorum_regulatory_RNA_Qrr
K15852	LuxR_family_transcriptional_regulator,_transcriptional_activator_of_the_bioluminescence_operon
K15853	acyl_transferase_[EC:2.3.1.-]
K15854	alkanal_monooxygenase_beta_chain_[EC:1.14.14.3]
K15855	exo-1,4-beta-D-glucosaminidase_[EC:3.2.1.165]
K15856	GDP-4-dehydro-6-deoxy-D-mannose_reductase_[EC:1.1.1.281]
K15857	CDP-3,_6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase_[EC:5.1.-.-]
K15858	CDP-3,_6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase_[EC:1.1.1.-]
K15859	osomolarity_two-component_system,_response_regulator_SKN7
K15860	regulatory_peptide_CiaX
K15861	CRP/FNR_family_transcriptional_regulator,_nitrogen_fixation_regulation_protein
K15862	cytochrome_c_oxidase_cbb3-type_subunit_I/II_[EC:1.9.3.1]
K15863	NADH-quinone_oxidoreductase_subunit_L/M_[EC:1.6.5.3]
K15864	nitrite_reductase_(NO-forming)_/_hydroxylamine_reductase_[EC:1.7.2.1_1.7.99.1]
K15865	CDK5_regulatory_subunit-associated_protein_1-like_1
K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA_isomerase_[EC:5.3.3.18]
K15867	activity-regulated_cytoskeleton-associated_protein
K15868	bile_acid-coenzyme_A_ligase
K15869	NAD(P)-dependent_3-alpha-hydroxysteroid_dehydrogenase
K15870	NAD(H)-dependent_7alpha-hydroxy-3-oxo-delta4-cholenoic_acid_oxidoreductase
K15871	bile_acid-CoA_hydrolase_[EC:3.1.2.26]
K15872	bile-acid_7alpha-dehydratase_[EC:4.2.1.106]
K15873	NAD(H)-dependent_7beta-hydroxy-3-oxo-delta4-cholenoic_acid_oxidoreductase
K15874	bile_acid_7beta-dehydratase
K15876	cytochrome_c_nitrite_reductase_small_subunit
K15877	fungal_nitric_oxide_reductase_[EC:1.7.1.14]
K15878	rieske_iron-sulphur_protein
K15879	cytochrome_b-561
K15880	minimal_PKS_ketosynthase_(KS/KS_alpha)_[EC:2.3.1.-]
K15881	minimal_PKS_chain-length_factor_(CLF/KS_beta)_[EC:2.3.1.-]
K15882	minimal_PKS_acyl_carrier_protein
K15883	ketoreductase_[EC:1.1.1.-]
K15884	bifunctional_aromatase_(cyclase/dehydratase)_[EC:4.2.1.-]
K15885	C7-C12_aromatase_(ARO/CYC)_[EC:4.2.1.-]
K15886	multifunctional_cyclase_/_dehydratase_/_O-methyltransferase
K15887	(2Z,6Z)-farnesyl_diphosphate_synthase_[EC:2.5.1.92]
K15888	tritrans,polycis-undecaprenyl-diphosphate_synthase_[geranylgeranyl-diphosphate_specific]_[EC:2.5.1.89]
K15889	prenylcysteine_alpha-carboxyl_methylesterase_[EC:3.1.1.-]
K15890	NADP+-dependent_farnesol_dehydrogenase_[EC:1.1.1.216]
K15891	farnesol_dehydrogenase_[EC:1.1.1.216]
K15892	farnesol_kinase_[EC:2.7.1.-]
K15893	hydroxypyruvate_reductase_1
K15894	UDP-N-acetylglucosamine_4,6-dehydratase_[EC:4.2.1.115]
K15895	UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine_transaminase_[EC:2.6.1.92]
K15896	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine_N-acetyltransferase_[EC:2.3.1.202]
K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose_hydrolase_[EC:3.6.1.57]
K15898	pseudaminic_acid_synthase_[EC:2.5.1.97]
K15899	pseudaminic_acid_cytidylyltransferase_[EC:2.7.7.81]
K15900	tRNA_threonylcarbamoyladenosine_biosynthesis_protein
K15901	protein_CGI121
K15902	polarized_growth_chromatin-associated_controller_1
K15903	protein_GON7
K15904	bifunctional_tRNA_threonylcarbamoyladenosine_biosynthesis_protein_[EC:2.7.11.1]
K15907	pentalenene_oxygenase_[EC:1.14.13.133]
K15908	protein_EAP1
K15909	phosphatidylinositol-3,4,5-trisphosphate_5-phosphatase_2_[EC:3.1.3.86]
K15910	UDP-N-acetylbacillosamine_transaminase_[EC:2.6.1.34]
K15911	tuberculosinol/isotuberculosinol_synthase_[EC:3.1.7.8_3.1.7.9]
K15912	UDP-N-acetyl-D-glucosamine_4,6-dehydratase_[EC:4.2.1.135]
K15913	UDP-N-acetylbacillosamine_N-acetyltransferase_[EC:2.3.1.203]
K15914	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol_alpha-1,3-N-acetylgalactosaminyltransferase_[EC:2.4.1.290]
K15915	undecaprenyl_phosphate_N,N'-diacetylbacillosamine_1-phosphate_transferase_[EC:2.7.8.36]
K15916	glucose/mannose-6-phosphate_isomerase_[EC:5.3.1.9_5.3.1.8]
K15917	UDP-glucose_4-epimerase_/_aldose_1-epimerase_[EC:5.1.3.2_5.1.3.3]
K15918	D-glycerate_3-kinase_[EC:2.7.1.31]
K15919	hydroxypyruvate_reductase_2
K15920	beta-D-xylosidase_4_[EC:3.2.1.37]
K15921	arabinoxylan_arabinofuranohydrolase_[EC:3.2.1.55]
K15922	alpha-glucosidase_[EC:3.2.1.20]
K15923	alpha-L-fucosidase_2_[EC:3.2.1.51]
K15924	glucuronoarabinoxylan_endo-1,4-beta-xylanase_[EC:3.2.1.136]
K15925	alpha-D-xyloside_xylohydrolase_[EC:3.2.1.177]
K15926	cyclase
K15927	oxygenase
K15928	bifunctional_hydroxylase/dehydrase
K15929	glycosyltransferase_[EC:2.4.1.-]
K15930	bifunctional_oxygenase/reductase
K15931	glycosyltransferase
K15932	reductase_LndZ4
K15933	oxygenase_LndZ5
K15934	D-olivosyltransferase
K15935	L-rhodinosyltransferase
K15936	glycosyltransferase_[EC:2.4.1.-]
K15937	glycosyltransferase
K15938	glycosyltransferase
K15939	glycosyltransferase_[EC:2.4.1.-]
K15940	cyclase
K15941	monooxygenase
K15942	O-methyltransferase_[EC:2.1.1.-]
K15943	cyclase
K15944	C-7_ketoreductase_[EC:1.1.1.-]
K15945	C-1_hydroxylase
K15946	glycosyltransferase_[EC:2.4.1.-]
K15947	glycosyltransferase_auxiliary_protein
K15948	L-2-deoxyfucosyltransferase_[EC:2.4.1.-]
K15949	aclacinomycin_oxidoreductase_[EC:1.1.3.-_1.3.3.-]
K15950	aklavinone_C-11_hydroxylase_[EC:1.14.13.-]
K15951	glycosyltransferase_[EC:2.4.1.-]
K15952	glycosyltransferase_auxiliary_protein
K15953	10-carbomethoxy-13-deoxycarminomycin_esterase
K15954	anthracycline_4-O-methyltransferase_[EC:2.1.1.-]
K15955	cytochrome_P450_monooxygenase
K15956	daunorubicin_C-13_ketoreductase
K15957	esterase
K15958	SAM-dependent_hydroxylase
K15959	O-methyltransferase_[EC:2.1.1.-]
K15960	glycosyltransferase_[EC:2.4.1.-]
K15961	glycosyltransferase_[EC:2.4.1.-]
K15962	D-mycarose_3-C-methyltransferase
K15963	C-methyltransferase_[EC:2.1.1.-]
K15964	glycosyltransferase_[EC:2.4.1.-]
K15965	glycosyltransferase_[EC:2.4.1.-]
K15966	monooxygenase_[EC:1.14.13.-]
K15967	ketoreductase
K15968	tetracenomycin_F2_cyclase
K15969	tetracenomycin_F1_monooxygenase
K15970	8-O-methyltransferase
K15971	O-methyltransferase_[EC:2.1.1.-]
K15972	tetracenomycin_A2_oxygenase_[EC:1.-.-.-]
K15973	MarR_family_transcriptional_regulator,_2-MHQ_and_catechol-resistance_regulon_repressor
K15974	MarR_family_transcriptional_regulator,_negative_regulator_of_the_multidrug_operon_emrRAB
K15975	glyoxalase_family_protein
K15976	putative_NAD(P)H_nitroreductase_[EC:1.-.-.-]
K15977	putative_oxidoreductase
K15978	A-kinase_anchor_protein_8-like_protein
K15979	staphylococcal_nuclease_domain-containing_protein_1
K15980	Acyl-CoA_dehydrogenase_family_member_9_[EC:1.3.99.-]
K15981	cytochrome_P450,_family_125,_subfamily_A,_polypeptide_1_(cholest-4-en-3-one_26-monooxygenase)_[EC:1.14.13.141]
K15982	3-ketosteroid_9alpha-monooxygenase_subunit_A_[EC:1.14.13.142]
K15983	3-ketosteroid_9alpha-monooxygenase_subunit_B_[EC:1.14.13.142]
K15984	16S_rRNA_(guanine1516-N2)-methyltransferase_[EC:2.1.1.242]
K15985	cAMP-dependent_protein_kinase_inhibitor_alpha
K15986	manganese-dependent_inorganic_pyrophosphatase_[EC:3.6.1.1]
K15987	K(+)-stimulated_pyrophosphate-energized_sodium_pump_[EC:3.6.1.1]
K15988	tylactone_synthase
K15989	mycaminosyltransferase_TylMII
K15990	mycaminosyltransferase_auxiliary_protein_tylMIII
K15991	cytochrome_P450_TylHI
K15992	cytochrome_P450_TylI
K15993	deoxyallosyltransferase
K15994	mycarosyltransferase_[EC:2.4.1.-]
K15995	demethylmacrocin_O-methyltransferase_[EC:2.1.1.102]
K15996	macrocin_O-methyltransferase_[EC:2.1.1.101]
K15997	desosaminyltransferase_auxiliary_protein
K15998	TDP-megosamine_glycosyltransferase
K15999	mycarose_O-acyltransferase
K16000	type_I_polyketide_synthase_PikAI
K16001	type_I_polyketide_synthase_PikAII
K16002	type_I_polyketide_synthase_PikAIII
K16003	type_I_polyketide_synthase_PikAIV
K16004	glycosyltransferase_DesVII_[EC:2.4.1.277]
K16005	glycosyltransferase_auxiliary_protein_DesVIII
K16006	cytochrome_P450_monooxygenase_PikC
K16007	8,8a-deoxyoleandolide_synthase
K16008	cytochrome_P450_monooxygenase_OleP
K16009	glycosyltransferase_OleGII
K16010	desosaminyltransferase_OleGI
K16011	mannose-1-phosphate_guanylyltransferase_/_mannose-6-phosphate_isomerase_[EC:2.7.7.13_5.3.1.8]
K16012	ATP-binding_cassette,_subfamily_C,_bacterial_CydC
K16013	ATP-binding_cassette,_subfamily_C,_bacterial_CydD
K16014	ATP-binding_cassette,_subfamily_C,_bacterial_CydCD
K16015	oxidoreductase
K16016	3-amino-5-hydroxybenzoate_synthase_[EC:4.2.1.144_2.6.1.-]
K16017	AHBA_synthesis_associated_protein
K16018	kanosamine_6-kinase_[EC:2.7.1.179]
K16019	3,4-Dideoxy-4-amino-D-arabino-heptulosonate_7-phosphate_synthase
K16020	5-deoxy-5-amino-3-dehydroquinate_synthase
K16021	5-deoxy-5-amino-3-dehydroquinate_dehydratase
K16022	flavoprotein_hydroxylase
K16023	acetyltransferase
K16024	methoxymalonate_biosynthesis_protein
K16025	methoxymalonate_biosynthesis_acyl_carrier_protein
K16026	methoxymalonate_biosynthesis_protein
K16027	methoxymalonate_biosynthesis_protein
K16028	O-methyltransferase
K16029	ansamitocin_polyketide_synthase_A
K16030	ansamitocin_polyketide_synthase_B
K16031	ansamitocin_polyketide_synthase_C
K16032	ansamitocin_polyketide_synthase_D
K16033	FADH2-dependent_halogenase
K16034	20-O-methyltransferase
K16035	7-O-carbamoyltransferase_[EC:2.1.3.-]
K16036	3-O-acyltransferase
K16037	4,5-epoxidase
K16038	N-methyltransferase_[EC:2.1.1.-]
K16039	N-glycosyltransferase_[EC:2.4.1.-]
K16040	trans-resveratrol_di-O-methyltransferase_[EC:2.1.1.240]
K16041	non-LEE-encoded_effector_NleA
K16042	non-LEE-encoded_effector_NleH
K16043	scyllo-inositol_dehydrogenase_(NAD+)_[EC:1.1.1.-]
K16044	scyllo-inositol_dehydrogenase_(NADP+)_[EC:1.1.1.-]
K16045	3beta-hydroxy-delta5-steroid_dehydrogenase_/_steroid_delta-isomerase_[EC:1.1.1.145_5.3.3.1]
K16046	cytochrome_P450,_family_142,_subfamily_A,_polypeptide_1
K16047	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione_monooxygenase_subunit_HsaA_[EC:1.14.14.12]
K16048	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione_monooxygenase_subunit_HsaB_(Flavin:NADH_reductase)
K16049	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione_4,5-dioxygenase_[EC:1.13.11.25]
K16050	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate_hydrolase_[EC:3.7.1.17]
K16051	3-oxo-5alpha-steroid_4-dehydrogenase_[EC:1.3.99.5]
K16052	MscS_family_membrane_protein
K16053	miniconductance_mechanosensitive_channel
K16054	methylthioribulose_1-phosphate_dehydratase_/_enolase-phosphatase_E1_[EC:4.2.1.109_3.1.3.77]
K16055	trehalose_6-phosphate_synthase/phosphatase_[EC:2.4.1.15_3.1.3.12]
K16056	calcium_release-activated_calcium_channel_protein_1
K16057	protein_Orai-2
K16058	protein_Orai-3
K16059	stromal_interaction_molecule
K16060	baculoviral_IAP_repeat-containing_protein_2/3
K16061	baculoviral_IAP_repeat-containing_protein_7/8
K16062	C-C_motif_chemokine_21
K16063	E3_SUMO-protein_ligase_PIAS2_[EC:6.3.2.-]
K16064	E3_SUMO-protein_ligase_PIAS3_[EC:6.3.2.-]
K16065	E3_SUMO-protein_ligase_PIAS4_[EC:6.3.2.-]
K16066	malonic_semialdehyde_reductase_[EC:1.1.1.-]
K16067	disintegrin_and_metalloproteinase_domain-containing_protein_11_[EC:3.4.24.-]
K16068	disintegrin_and_metalloproteinase_domain-containing_protein_22_[EC:3.4.24.-]
K16069	disintegrin_and_metalloproteinase_domain-containing_protein_29_[EC:3.4.24.-]
K16070	disintegrin_and_metalloproteinase_domain-containing_protein_32_[EC:3.4.24.-]
K16071	disintegrin_and_metalloproteinase_domain-containing_protein_7_[EC:3.4.24.-]
K16072	ELKS/RAB6-interacting/CAST_family_member_1
K16073	magnesium_transporter
K16074	zinc_transporter
K16075	magnesium_transporter
K16076	outer_membrane_porin_protein_LC
K16077	sucrose_porin
K16078	attachment_invasion_locus_protein
K16079	outer_membrane_immunogenic_protein
K16080	high_affinity_Mn2+_porin
K16081	alginate_production_protein
K16082	ent-isokaurene_synthase_[EC:4.2.3.103]
K16083	cytochrome_P450,_family_71,_subfamily_Z,_polypeptide_6_(ent-isokaurene_C2-hydroxylase)_[EC:1.14.13.143]
K16084	cytochrome_P450,_family_76,_subfamily_M,_polypeptide_7_(ent-cassa-12,15-diene_11-hydroxylase)_[EC:1.14.13.145]
K16085	cytochrome_P450,_family_99,_subfamily_A,_polypeptide_3_(9beta-pimara-7,15-diene_oxidase)_[EC:1.14.13.144]
K16086	(13E)-labda-7,13-dien-15-ol_synthase_[EC:3.1.7.10]
K16087	hemoglobin/transferrin/lactoferrin_receptor_protein
K16088	outer-membrane_receptor_for_ferric_coprogen_and_ferric-rhodotorulic_acid
K16089	outer_membrane_receptor_for_ferrienterochelin_and_colicins
K16090	catecholate_siderophore_receptor
K16091	Fe(3+)_dicitrate_transport_protein
K16092	vitamin_B12_transporter
K16093	bacitracin_synthase_1
K16094	bacitracin_synthase_2
K16095	bacitracin_synthase_3
K16096	gramicidin_S_synthase_1
K16097	gramicidin_S_synthase_2
K16098	nonribosomal_peptide_synthetase_protein_VioF
K16099	nonribosomal_peptide_synthetase_protein_VioA
K16100	nonribosomal_peptide_synthetase_protein_VioI
K16101	nonribosomal_peptide_synthetase_protein_VioG
K16102	nonribosomal_peptide_synthetase_protein_VioO
K16103	nonribosomal_peptide_synthetase_protein_VioM
K16104	2,3-diaminopropionyl_alpha,beta-desaturase
K16105	carbamoyltransferase
K16106	nonribosomal_peptide_synthetase_protein_BlmVI
K16107	nonribosomal_peptide_synthetase_protein_BlmV
K16108	nonribosomal_peptide_synthetase_protein_BlmX
K16109	nonribosomal_peptide_synthetase_protein_BlmIX
K16110	nonribosomal_peptide_synthetase_protein_BlmVIII
K16111	nonribosomal_peptide_synthetase_protein_BlmVII
K16112	nonribosomal_peptide_synthetase_protein_BlmIV
K16113	nonribosomal_peptide_synthetase_protein_BlmIII
K16114	glycosyl_transferase_protein_BlmE
K16115	glycosyl_transferase_/_beta-hydroxylase_protein_BlmF
K16116	pristinamycin_I_synthetase_1
K16117	pristinamycin_I_synthase_2
K16118	pristinamycin_I_synthase_3_and_4
K16119	lichenysin_synthetase_A
K16120	lichenysin_synthetase_B
K16121	lichenysin_synthetase_C
K16122	tyrocidine_synthetase_I
K16123	tyrocidine_synthetase_II
K16124	tyrocidine_synthetase_III
K16125	syringomycin_synthetase_protein_SyrE
K16126	Syringomycin_synthetase_protein_SyrB1
K16127	microcystin_synthetase_protein_McyG
K16128	microcystin_synthetase_protein_McyD
K16129	microcystin_synthetase_protein_McyE
K16130	microcystin_synthetase_protein_McyA
K16131	microcystin_synthetase_protein_McyB
K16132	microcystin_synthetase_protein_McyC
K16133	microcystin_synthetase_protein_McyI
K16134	microcystin_synthetase_protein_McyJ
K16135	LysR_family_transcriptional_regulator,_transcriptional_activator_for_dmlA
K16136	LacI_family_transcriptional_regulator,_maltose_regulon_regulatory_protein
K16137	TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_for_nem_operon
K16138	TetR/AcrR_family_transcriptional_regulator,_repressor_for_uid_operon
K16139	glucuronide_carrier_protein
K16140	putative_glucuronide_porin
K16141	serum_albumin
K16142	haptoglobin
K16144	alpha-fetoprotein
K16146	maltokinase_[EC:2.7.1.175]
K16147	starch_synthase_(maltosyl-transferring)_[EC:2.4.99.16]
K16148	starch_synthase_[EC:2.4.1.21]
K16149	1,4-alpha-glucan_branching_enzyme_[EC:2.4.1.18]
K16150	glycogen(starch)_synthase_[EC:2.4.1.11]
K16151	hemoglobin_subunit_delta
K16152	heme_acquisition_protein_HasR
K16153	phosphorylase_/_glycogen(starch)_synthase_[EC:2.4.1.1_2.4.1.11]
K16157	methane_monooxygenase_component_A_alpha_chain_[EC:1.14.13.25]
K16158	methane_monooxygenase_component_A_beta_chain_[EC:1.14.13.25]
K16159	methane_monooxygenase_component_A_gamma_chain_[EC:1.14.13.25]
K16160	methane_monooxygenase_regulatory_protein_B
K16161	methane_monooxygenase_component_C_[EC:1.14.13.25]
K16162	methane_monooxygenase_component_D
K16163	maleylpyruvate_isomerase_[EC:5.2.1.4]
K16164	acylpyruvate_hydrolase_[EC:3.7.1.5]
K16165	fumarylpyruvate_hydrolase_[EC:3.7.1.20]
K16166	transcription_factor_MYB75
K16167	alkylresorcinol/alkylpyrone_synthase
K16168	methyltransferase
K16169	xanthine_permease
K16170	uric_acid_permease
K16171	fumarylacetoacetate_(FAA)_hydrolase_[EC:3.7.1.2]
K16172	insulin_receptor_substrate_1
K16173	glutaryl-CoA_dehydrogenase_(non-decarboxylating)_[EC:1.3.99.32]
K16174	small_subunit_ribosomal_protein_S18b,_mitochondrial
K16175	protein_scribble
K16176	methylamine---corrinoid_protein_Co-methyltransferase_[EC:2.1.1.248]
K16177	monomethylamine_corrinoid_protein
K16178	dimethylamine---corrinoid_protein_Co-methyltransferase_[EC:2.1.1.249]
K16179	dimethylamine_corrinoid_protein
K16180	pyrrolysine_biosynthesis_protein_PylB
K16181	pyrrolysine_biosynthesis_protein_PylC
K16182	pyrrolysine_biosynthesis_protein_PylD
K16183	methylamine_methyltransferase_corrinoid_activation_protein
K16184	proline-rich_AKT1_substrate_1
K16185	Ras-related_GTP-binding_protein_A/B
K16186	Ras-related_GTP-binding_protein_C/D
K16188	tetraprenyl-beta-curcumene_synthase_[EC:4.2.3.130]
K16189	phytochrome-interacting_factor_4
K16190	glucuronokinase_[EC:2.7.1.43]
K16191	peptidoglycan-binding_protein_ArfA
K16192	uncharacterized_membrane_protein_ArfB
K16193	uncharacterized_membrane_protein_ArfC
K16194	eukaryotic_translation_initiation_factor_2-alpha_kinase_1_[EC:2.7.11.1]
K16195	eukaryotic_translation_initiation_factor_2-alpha_kinase_2_[EC:2.7.11.1]
K16196	eukaryotic_translation_initiation_factor_2-alpha_kinase_4_[EC:2.7.11.1]
K16197	14-3-3_protein_beta/theta/zeta
K16198	14-3-3_protein_gamma/eta
K16199	dipeptide_transport_system_substrate-binding_protein
K16200	dipeptide_transport_system_permease_protein
K16201	dipeptide_transport_system_permease_protein
K16202	dipeptide_transport_system_ATP-binding_protein
K16203	D-amino_peptidase_[EC:3.4.11.-]
K16204	seco-amyrin_synthase_[EC:5.4.99.52_5.4.99.54]
K16205	tirucalladienol_synthase_[EC:5.4.99.56]
K16206	baruol_synthase_[EC:5.4.99.57]
