KO	cefoperazone-pretreated	clindamycin-pretreated	streptomycin-pretreated	ex-germfree	gene_name	CD630_genes	pathways	enzymatic_reactions	chemical_formulas
K07741	0	0	0	0	anti-repressor_protein	cdf:CD630_09370	NA	NA	NA
K07742	14	14	8	1	hypothetical_protein	cdf:CD630_13071	NA	NA	NA
K07813	4	3	3	0	accessory_gene_regulator_B	cdf:CD630_27500	Two-component_system	NA	NA
K07979	8	3	10	0	GntR_family_transcriptional_regulator	cdf:CD630_06520,cdf:CD630_14620,cdf:CD630_20230	NA	NA	NA
K08070	6	5	5	6	2-alkenal_reductase_[EC:1.3.1.74]	cdf:CD630_24480	NA	NA	NA
K08217	0	0	0	0	MFS_transporter,_DHA3_family,_macrolide_efflux_protein	cdf:CD630_31980	NA	NA	NA
K08301	7	7	6	0	ribonuclease_G_[EC:3.1.26.-]	cdf:CD630_11600	NA	NA	NA
K08302	22	22	19	6	tagatose_1,6-diphosphate_aldolase_GatY/KbaY_[EC:4.1.2.40]	cdf:CD630_30740,cdf:CD630_34480	Galactose_metabolism,Metabolic_pathways	R01069	C03785<=>C00118+C00111,C03785<=>C00118
K08303	12	4	5	2	putative_protease_[EC:3.4.-.-]	cdf:CD630_07030,cdf:CD630_12280	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	NA	NA
K08309	4	5	5	0	soluble_lytic_murein_transglycosylase_[EC:3.2.1.-]	cdf:CD630_11300	NA	NA	NA
K08384	1	10	21	1	stage_V_sporulation_protein_D_(sporulation-specific_penicillin-binding_protein)	cdf:CD630_26560	NA	NA	NA
K08483	52	29	15	15	phosphotransferase_system,_enzyme_I,_PtsI_[EC:2.7.3.9]	cdf:CD630_27550	Phosphotransferase_system_(PTS)	NA	NA
K08591	9	10	15	1	glycerol-3-phosphate_acyltransferase_PlsY_[EC:2.3.1.15]	cdf:CD630_26310	Glycerolipid_metabolism,Glycerophospholipid_metabolism,Metabolic_pathways	R00851	C00040+C00093=>C00681,C00093+C00040=>C00681,C00093<=>C00681
K08600	0	0	1	0	sortase_B_[EC:3.4.22.70]	cdf:CD630_27180	NA	NA	NA
K08602	4	26	31	1	oligoendopeptidase_F_[EC:3.4.24.-]	cdf:CD630_32690,cdf:CD630_34890	NA	NA	NA
K08884	7	6	4	1	serine/threonine_protein_kinase,_bacterial_[EC:2.7.11.1]	cdf:CD630_25780	NA	NA	NA
K08998	15	11	8	1	hypothetical_protein	cdf:CD630_36781	NA	NA	NA
K09013	10	9	4	1	Fe-S_cluster_assembly_ATP-binding_protein	cdf:CD630_36080	NA	NA	NA
K09458	57	25	14	10	3-oxoacyl-[acyl-carrier-protein]_synthase_II_[EC:2.3.1.179]	cdf:CD630_11840	Fatty_acid_biosynthesis,Biotin_metabolism,Metabolic_pathways,Fatty_acid_metabolism	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	C01209+C03939=>C05744,C03939+C01209<=>C05744,C01209+C05223=>C05759,C05223+C01209<=>C05759,C05223=>C05759,C01209+C05745=>C05746,C01209+C05745<=>C05746,C05745=>C05746,C01209+C05749=>C05750,C01209+C05749<=>C05750,C05749=>C05750,C01209+C05752=>C05753,C05752+C01209<=>C05753,C05752=>C05753,C01209+C05755=>C05756,C05755+C01209<=>C05756,C05755=>C05756,C01209+C05761=>C05762,C05761+C01209<=>C05762,C05761=>C05762,C05764+C01209=>C16219,C05764=>C16219,C01209+C19673=>C20372,C01209+C19673<=>C20372,C01209+C20375=>C20376,C01209+C20375<=>C20376
K09685	10	9	4	2	purine_operon_repressor	cdf:CD630_35170	NA	NA	NA
K09696	3	2	6	0	sodium_transport_system_permease_protein	cdf:CD630_16150	ABC_transporters,Two-component_system	NA	NA
K09697	3	2	5	1	sodium_transport_system_ATP-binding_protein	cdf:CD630_16140	ABC_transporters,Two-component_system	NA	NA
K09698	11	8	6	4	nondiscriminating_glutamyl-tRNA_synthetase_[EC:6.1.1.24]	cdf:CD630_00510	Aminoacyl-tRNA_biosynthesis,Metabolic_pathways	R03651,R05578	C00025=>C06112,C06112<=>C00025,C00025=>C02987,C00025<=>C02987
K09703	3	2	1	2	hypothetical_protein	cdf:CD630_17170	NA	NA	NA
K09707	10	8	15	0	hypothetical_protein	cdf:CD630_19340	NA	NA	NA
K09710	16	12	12	1	ribosome-associated_protein	cdf:CD630_25220	NA	NA	NA
K09711	3	5	10	0	hypothetical_protein	cdf:CD630_07310	NA	NA	NA
K09747	14	13	10	5	hypothetical_protein	cdf:CD630_00170	NA	NA	NA
K09748	14	10	5	2	ribosome_maturation_factor_RimP	cdf:CD630_13060	NA	NA	NA
K09758	7	5	27	1	aspartate_4-decarboxylase_[EC:4.1.1.12]	cdf:CD630_25150	Alanine,_aspartate_and_glutamate_metabolism,Cysteine_and_methionine_metabolism,Metabolic_pathways,Biosynthesis_of_amino_acids	R00397,R00863	C00049=>C00041,C00041<=>C00049,C00606=>C09306+C00041
K09761	5	6	4	1	16S_rRNA_(uracil1498-N3)-methyltransferase_[EC:2.1.1.193]	cdf:CD630_24490	NA	NA	NA
K09762	16	20	16	1	hypothetical_protein	cdf:CD630_33970	NA	NA	NA
K09770	16	15	20	3	hypothetical_protein	cdf:CD630_02270	NA	NA	NA
K09772	27	32	49	23	cell_division_inhibitor_SepF	cdf:CD630_26220	NA	NA	NA
K09773	19	25	11	2	hypothetical_protein	cdf:CD630_24110	NA	NA	NA
K09775	8	5	5	0	hypothetical_protein	cdf:CD630_12060	NA	NA	NA
K09779	0	18	15	0	hypothetical_protein	cdf:CD630_35511	NA	NA	NA
K09787	13	13	11	13	hypothetical_protein	cdf:CD630_12511	NA	NA	NA
K09861	6	2	4	0	hypothetical_protein	cdf:CD630_18230	NA	NA	NA
K09888	27	27	20	3	cell_division_protein_ZapA	cdf:CD630_07010	NA	NA	NA
K09903	23	15	6	7	uridylate_kinase_[EC:2.7.4.22]	cdf:CD630_21380	Pyrimidine_metabolism,Metabolic_pathways	R00158	C00105<=>C00015,C00015<=>C00105
K09913	27	25	9	0	hypothetical_protein	cdf:CD630_16600	NA	NA	NA
K09936	0	2	1	0	bacterial/archaeal_transporter_family-2_protein	cdf:CD630_14160	NA	NA	NA
K09963	0	0	0	0	hypothetical_protein	cdf:CD630_30470,cdf:CD630_36440	NA	NA	NA
K09989	7	6	13	0	hypothetical_protein	cdf:CD630_22480	NA	NA	NA
K10112	5	4	5	1	multiple_sugar_transport_system_ATP-binding_protein	cdf:CD630_24560	ABC_transporters	NA	NA
K10439	1	0	9	0	ribose_transport_system_substrate-binding_protein	cdf:CD630_03000,cdf:CD630_15890	ABC_transporters,Bacterial_chemotaxis	NA	NA
K10440	0	1	5	0	ribose_transport_system_permease_protein	cdf:CD630_03020,cdf:CD630_15880	ABC_transporters	NA	NA
K10441	1	0	8	0	ribose_transport_system_ATP-binding_protein_[EC:3.6.3.17]	cdf:CD630_03010,cdf:CD630_15870	ABC_transporters	NA	NA
K10670	379	520	539	84	glycine_reductase_[EC:1.21.4.2]	cdf:CD630_23480,cdf:CD630_23490,cdf:CD630_23540	NA	NA	NA
K10773	2	1	1	0	endonuclease_III_[EC:4.2.99.18]	cdf:CD630_05650	Base_excision_repair	NA	NA
K10793	472	604	268	73	D-proline_reductase_(dithiol)_PrdA_[EC:1.21.4.1]	cdf:CD630_32440	Arginine_and_proline_metabolism	R02825	C00763=>C00431
K10796	248	257	150	12	D-proline_reductase_(dithiol)_PrdE_[EC:1.21.4.1]	cdf:CD630_32390	Arginine_and_proline_metabolism	R02825	C00763=>C00431
K10819	1	2	2	0	histidine_kinase	cdf:CD630_18770	NA	NA	NA
K10947	1	0	1	0	PadR_family_transcriptional_regulator,_regulatory_protein_PadR	cdf:CD630_13450	NA	NA	NA
K10974	30	9	12	2	cytosine_permease	cdf:CD630_17160,cdf:CD630_27380	NA	NA	NA
K11041	23	25	20	5	exfoliative_toxin_A/B	cdf:CD630_30190	Staphylococcus_aureus_infection	NA	NA
K11063	3	5	13	0	toxin_A/B	cdf:CD630_06600,cdf:CD630_06630	NA	NA	NA
K11068	56	11	15	0	hemolysin_III	cdf:CD630_15460	NA	NA	NA
K11069	4	2	3	4	spermidine/putrescine_transport_system_substrate-binding_protein	cdf:CD630_10270	ABC_transporters	NA	NA
K11070	3	1	2	3	spermidine/putrescine_transport_system_permease_protein	cdf:CD630_10260	ABC_transporters	NA	NA
K11071	2	1	1	1	spermidine/putrescine_transport_system_permease_protein	cdf:CD630_10250	ABC_transporters	NA	NA
K11072	1	1	1	1	spermidine/putrescine_transport_system_ATP-binding_protein_[EC:3.6.3.31]	cdf:CD630_10240	ABC_transporters	NA	NA
K11105	11	2	2	0	cell_volume_regulation_protein_A	cdf:CD630_36160	NA	NA	NA
K11145	26	27	52	4	ribonuclease_III_family_protein_[EC:3.1.26.-]	cdf:CD630_00530	NA	NA	NA
K11175	9	6	6	2	phosphoribosylglycinamide_formyltransferase_1_[EC:2.1.2.2]	cdf:CD630_02220	Purine_metabolism,One_carbon_pool_by_folate,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R04325,R04326	C03838=>C04376,C00234<=>C00101,C00101<=>C00234,C03838<=>C04376,C00445=>C00101,C00101<=>C00445
K11189	59	31	22	35	phosphocarrier_protein	cdf:CD630_27560	NA	NA	NA
K11198	0	1	1	0	PTS_system,_2-O-A-mannosyl-D-glycerate-specific_IIA_component_[EC:2.7.1.69]	cdf:CD630_30860	Phosphotransferase_system_(PTS)	NA	NA
K11202	3	12	15	0	PTS_system,_fructose-specific_IIB-like_component_[EC:2.7.1.69]	cdf:CD630_02080,cdf:CD630_24870	NA	NA	NA
K11203	5	11	17	0	PTS_system,_fructose-specific_IIC-like_component	cdf:CD630_02070,cdf:CD630_24860	NA	NA	NA
K11261	3	5	9	0	formylmethanofuran_dehydrogenase_subunit_E_[EC:1.2.99.5]	cdf:CD630_01720	Methane_metabolism,Metabolic_pathways,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R03015,R08060	C00011+C00862=>C01001,C01001<=>C00862+C00011,C01001<=>C00011+C00862,C01001<=>C00011,C01001=>C00058,C01001<=>C00058
K11358	2	14	20	0	aspartate_aminotransferase_[EC:2.6.1.1]	cdf:CD630_28280	Alanine,_aspartate_and_glutamate_metabolism,Cysteine_and_methionine_metabolism,Arginine_and_proline_metabolism,Tyrosine_metabolism,Phenylalanine_metabolism,Phenylalanine,_tyrosine_and_tryptophan_biosynthesis,Novobiocin_biosynthesis,Isoquinoline_alkaloid_biosynthesis,Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Microbial_metabolism_in_diverse_environments,2-Oxocarboxylic_acid_metabolism,Biosynthesis_of_amino_acids	R00355,R00694,R00734,R00896,R02433,R02619,R05052	C00049<=>C00036,C00025+C00036<=>C00049,C00036<=>C00049,C00026<=>C00025,C00166<=>C00079,C00079<=>C00166,C00166=>C00079,C00082=>C01179,C00082<=>C01179,C01179=>C00082,C00097<=>C00957,C00957<=>C00097,C00506<=>C05528,C00606=>C05527,C05527<=>C00606,C05947=>C05946,C05946<=>C05947
K11635	0	0	1	0	putative_ABC_transport_system_ATP-binding_protein	cdf:CD630_15390,cdf:CD630_29850	Two-component_system	NA	NA
K11636	0	0	0	0	putative_ABC_transport_system_permease_protein	cdf:CD630_15400,cdf:CD630_29840	Two-component_system	NA	NA
K11741	1	0	0	0	quaternary_ammonium_compound-resistance_protein_SugE	cdf:CD630_04880	NA	NA	NA
K11749	6	10	10	0	regulator_of_sigma_E_protease_[EC:3.4.24.-]	cdf:CD630_21290	Cell_cycle_-_Caulobacter	NA	NA
K11752	23	1	2	1	diaminohydroxyphosphoribosylaminopyrimidine_deaminase_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_[EC:3.5.4.26_1.1.1.193]	cdf:CD630_17000	Riboflavin_metabolism,Metabolic_pathways	R03458,R03459	C01268=>C04454,C01268<=>C04454,C01304=>C01268,C01304<=>C01268
K11753	14	8	7	2	riboflavin_kinase_/_FMN_adenylyltransferase_[EC:2.7.1.26_2.7.7.2]	cdf:CD630_13150	Riboflavin_metabolism,Metabolic_pathways	R00161,R00549	C00061=>C00016,C00016<=>C00061,C00255=>C00061,C00255<=>C00061
K11754	8	4	6	1	dihydrofolate_synthase_/_folylpolyglutamate_synthase_[EC:6.3.2.12_6.3.2.17]	cdf:CD630_32530	Folate_biosynthesis,Metabolic_pathways	R00942,R02237	C00101<=>C09332,C00921=>C00415,C00921<=>C00415
K11755	3	2	3	1	phosphoribosyl-ATP_pyrophosphohydrolase_/_phosphoribosyl-AMP_cyclohydrolase_[EC:3.6.1.31_3.5.4.19]	cdf:CD630_15540	Histidine_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R04035,R04037	C02739=>C02741,C02739<=>C02741,C02741=>C04896,C02741<=>C04896
K12267	5	11	13	0	peptide_methionine_sulfoxide_reductase_msrA/msrB_[EC:1.8.4.11_1.8.4.12]	cdf:CD630_21660	NA	NA	NA
K12410	3	5	14	0	NAD-dependent_deacetylase_[EC:3.5.1.-]	cdf:CD630_13030	NA	NA	NA
K12573	3	7	6	2	ribonuclease_R_[EC:3.1.-.-]	cdf:CD630_31640	RNA_degradation	NA	NA
K12574	29	30	26	4	ribonuclease_J_[EC:3.1.-.-]	cdf:CD630_12890	RNA_degradation	NA	NA
K12941	3	4	3	0	aminobenzoyl-glutamate_utilization_protein_B	cdf:CD630_03050,cdf:CD630_08490	NA	NA	NA
K12942	0	0	0	0	aminobenzoyl-glutamate_transport_protein	cdf:CD630_28350	NA	NA	NA
K13038	15	13	15	2	phosphopantothenoylcysteine_decarboxylase_/_phosphopantothenate--cysteine_ligase_[EC:4.1.1.36_6.3.2.5]	cdf:CD630_25870	Pantothenate_and_CoA_biosynthesis,Metabolic_pathways	R03269,R04230,R04231	C04352=>C01134,C04352<=>C01134,C03492+C00097=>C04352,C03492<=>C04352,C03492+C00097=>C04352,C03492<=>C04352
K13275	0	2	2	0	major_intracellular_serine_protease_[EC:3.4.21.-]	cdf:CD630_20000	NA	NA	NA
K13292	1	1	0	1	phosphatidylglycerol:prolipoprotein_diacylglycerol_transferase_[EC:2.-.-.-]	cdf:CD630_26590	NA	NA	NA
K13626	26	32	32	2	flagellar_assembly_factor_FliW	cdf:CD630_02330	NA	NA	NA
K13652	1	1	1	0	AraC_family_transcriptional_regulator	cdf:CD630_31940	NA	NA	NA
K13653	43	27	37	3	AraC_family_transcriptional_regulator	cdf:CD630_11260,cdf:CD630_18500,cdf:CD630_18830,cdf:CD630_24190	NA	NA	NA
K13789	6	4	3	5	geranylgeranyl_diphosphate_synthase,_type_II_[EC:2.5.1.1_2.5.1.10_2.5.1.29]	cdf:CD630_12050	Terpenoid_backbone_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R01658,R02003,R02061	C00129+C00235=>C00341,C00341<=>C00235+C00129,C00129+C00235<=>C00341,C00341+C00129=>C00448,C00448<=>C00341+C00129,C00129+C00341<=>C00448,C00448+C00129=>C00353,C00129+C00448<=>C00353
K13820	21	22	7	3	flagellar_biosynthetic_protein_FliR/FlhB	cdf:CD630_02620	Flagellar_assembly	NA	NA
K14138	22	51	105	16	acetyl-CoA_synthase_[EC:2.3.1.169]	cdf:CD630_07280	Carbon_fixation_pathways_in_prokaryotes,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R08433,R10243	C00024<=>C00237,C00237+C00440=>C00101+C00024,C00101+C00024<=>C00237+C00440
K14155	3	6	6	0	cystathione_beta-lyase_[EC:4.4.1.8]	cdf:CD630_24840,cdf:CD630_26960,cdf:CD630_27330,cdf:CD630_30290	Cysteine_and_methionine_metabolism,Selenocompound_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R00782,R01286,R02408,R04941	C00097<=>C00022,C00022<=>C00097,C02291=>C00155,C02291<=>C00155,C00491=>C01962,C05699=>C05698
K14170	3	0	1	1	chorismate_mutase_/_prephenate_dehydratase_[EC:5.4.99.5_4.2.1.51]	cdf:CD630_18360	Phenylalanine,_tyrosine_and_tryptophan_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R00691,R01373,R01715	C00826=>C00079,C00254<=>C00166,C00254=>C00166,C00166<=>C00254,C00251<=>C00254,C00254<=>C00251,C00251=>C00254
K14188	8	5	4	2	D-alanine--poly(phosphoribitol)_ligase_subunit_2_[EC:6.1.1.13]	cdf:CD630_28510	D-Alanine_metabolism,Staphylococcus_aureus_infection	R02718	C00133=>C04260
K14218	4	3	5	13	tRNA_Ala	cdf:CD630_t0010,cdf:CD630_t0460,cdf:CD630_t0650,cdf:CD630_t0660,cdf:CD630_t0690	Aminoacyl-tRNA_biosynthesis	NA	NA
K14225	11	7	2	40	tRNA_Gly	cdf:CD630_t0330	Aminoacyl-tRNA_biosynthesis	NA	NA
K14227	7	9	5	23	tRNA_Ile	cdf:CD630_t0620	Aminoacyl-tRNA_biosynthesis	NA	NA
K14228	0	0	0	0	tRNA_Leu	cdf:CD630_t0810	Aminoacyl-tRNA_biosynthesis	NA	NA
K14229	24	23	9	126	tRNA_Lys	cdf:CD630_t0210,cdf:CD630_t0360,cdf:CD630_t0420,cdf:CD630_t0560,cdf:CD630_t0870	Aminoacyl-tRNA_biosynthesis	NA	NA
K14231	12	16	4	55	tRNA_Phe	cdf:CD630_t0160,cdf:CD630_t0380,cdf:CD630_t0630	Aminoacyl-tRNA_biosynthesis	NA	NA
K14441	10	4	4	4	ribosomal_protein_S12_methylthiotransferase_[EC:2.-.-.-]	cdf:CD630_13260	NA	NA	NA
K14534	31	84	78	0	4-hydroxybutyryl-CoA_dehydratase_/_vinylacetyl-CoA-Delta-isomerase_[EC:4.2.1.120_5.3.3.3]	cdf:CD630_23410	Butanoate_metabolism,Carbon_fixation_pathways_in_prokaryotes,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R03031,R05337	C02331=>C00877,C00877<=>C02331,C02331<=>C00877,C11062=>C02331,C11062<=>C02331
K14540	9	5	3	1	ribosome_biogenesis_GTPase_A	cdf:CD630_12580	NA	NA	NA
K14652	40	0	3	2	3,4-dihydroxy_2-butanone_4-phosphate_synthase_/_GTP_cyclohydrolase_II_[EC:4.1.99.12_3.5.4.25]	cdf:CD630_16980	Riboflavin_metabolism,Metabolic_pathways	R00425,R07281	C00044=>C01304,C00044<=>C01304,C00199=>C15556,C00199<=>C15556
K14665	0	0	0	0	amidohydrolase_[EC:3.5.1.-]	cdf:CD630_26970	NA	NA	NA
K14761	13	10	7	2	ribosome-associated_protein	cdf:CD630_00030	NA	NA	NA
K15023	18	47	88	62	5-methyltetrahydrofolate_corrinoid/iron_sulfur_protein_methyltransferase_[EC:2.1.1.258]	cdf:CD630_07270	Carbon_fixation_pathways_in_prokaryotes,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R02289,R10243	C00440=>C00101,C00440<=>C00101,C00237+C00440=>C00101+C00024,C00101+C00024<=>C00237+C00440
K15024	42	37	74	37	putative_phosphotransacetylase_[EC:2.3.1.8]	cdf:CD630_26830	Taurine_and_hypotaurine_metabolism,Pyruvate_metabolism,Propanoate_metabolism,Carbon_fixation_pathways_in_prokaryotes,Metabolic_pathways,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R00230,R00921	C00024<=>C00227,C00024=>C00227,C00227<=>C00024,C00100=>C02876,C02876<=>C00100
K15342	6	10	10	0	CRISP-associated_protein_Cas1	cdf:CD630_29760	NA	NA	NA
K15460	2	1	1	0	tRNA1Val_(adenine37-N6)-methyltransferase_[EC:2.1.1.223]	cdf:CD630_35470	NA	NA	NA
K15524	2	8	10	0	mannosylglycerate_hydrolase_[EC:3.2.1.170]	cdf:CD630_25690,cdf:CD630_30850	NA	NA	NA
K15553	22	25	62	0	sulfonate_transport_system_substrate-binding_protein	cdf:CD630_14840	Sulfur_metabolism,ABC_transporters	NA	NA
K15554	4	2	3	0	sulfonate_transport_system_permease_protein	cdf:CD630_14820	Sulfur_metabolism,ABC_transporters	NA	NA
K15555	6	3	4	0	sulfonate_transport_system_ATP-binding_protein_[EC:3.6.3.-]	cdf:CD630_14830,cdf:CD630_29900	Sulfur_metabolism,ABC_transporters	NA	NA
K15583	54	102	154	3	oligopeptide_transport_system_ATP-binding_protein	cdf:CD630_08560	ABC_transporters	NA	NA
K15633	121	26	23	10	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_[EC:5.4.2.12]	cdf:CD630_31710	Glycolysis_/_Gluconeogenesis,Glycine,_serine_and_threonine_metabolism,Methane_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Microbial_metabolism_in_diverse_environments,Carbon_metabolism,Biosynthesis_of_amino_acids	R01518	C00631<=>C00197,C00631=>C00197,C00197<=>C00631
K15634	4	2	2	3	probable_phosphoglycerate_mutase_[EC:5.4.2.12]	cdf:CD630_18140	Glycolysis_/_Gluconeogenesis,Glycine,_serine_and_threonine_metabolism,Methane_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Microbial_metabolism_in_diverse_environments,Carbon_metabolism,Biosynthesis_of_amino_acids	R01518	C00631<=>C00197,C00631=>C00197,C00197<=>C00631
K15738	5	4	2	1	ATP-binding_cassette,_subfamily_F,_uup	cdf:CD630_14050	NA	NA	NA
K15739	0	0	0	0	D-alanine---(R)-lactate_ligase_[EC:6.1.2.1]	cdf:CD630_16260	NA	NA	NA
K15986	36	32	34	4	manganese-dependent_inorganic_pyrophosphatase_[EC:3.6.1.1]	cdf:CD630_03330	Oxidative_phosphorylation	NA	NA
K16203	8	11	11	1	D-amino_peptidase_[EC:3.4.11.-]	cdf:CD630_13960	NA	NA	NA
K16651	4	3	2	1	L-threonine_kinase_[EC:2.7.1.177]	cdf:CD630_34310	Porphyrin_and_chlorophyll_metabolism	R06531	C00188=>C12147
K16698	10	6	3	0	teichuronic_acid_biosynthesis_glycosyltransferase_TuaG_[EC:2.4.-.-]	cdf:CD630_27720	NA	NA	NA
K16785	11	7	5	3	energy-coupling_factor_transport_system_permease_protein	cdf:CD630_01020,cdf:CD630_04300	ABC_transporters	NA	NA
K16786	8	9	7	5	energy-coupling_factor_transport_system_ATP-binding_protein_[EC:3.6.3.-]	cdf:CD630_01000,cdf:CD630_04310	ABC_transporters	NA	NA
K16787	9	8	6	1	energy-coupling_factor_transport_system_ATP-binding_protein_[EC:3.6.3.-]	cdf:CD630_01010,cdf:CD630_04310	ABC_transporters	NA	NA
K16849	19	24	12	24	altronate_dehydratase_small_subunit_[EC:4.2.1.7]	cdf:CD630_28710,cdf:CD630_30030	Pentose_and_glucuronate_interconversions,Metabolic_pathways	R01540	C00817=>C00204,C00204<=>C00817
K16850	30	36	14	22	altronate_dehydratase_large_subunit_[EC:4.2.1.7]	cdf:CD630_28720,cdf:CD630_30020	Pentose_and_glucuronate_interconversions,Metabolic_pathways	R01540	C00817=>C00204,C00204<=>C00817
K16898	5	3	6	0	ATP-dependent_helicase/nuclease_subunit_A_[EC:3.1.-.-_3.6.4.12]	cdf:CD630_10410	NA	NA	NA
K16899	4	3	4	0	ATP-dependent_helicase/nuclease_subunit_B_[EC:3.1.-.-_3.6.4.12]	cdf:CD630_10400	NA	NA	NA
K16905	0	0	1	0	fluoroquinolones_transport_system_permease_protein	cdf:CD630_17550	ABC_transporters	NA	NA
K16906	0	0	0	0	fluoroquinolones_transport_system_permease_protein	cdf:CD630_17540	ABC_transporters	NA	NA
K16907	1	0	1	0	fluoroquinolones_transport_system_ATP-binding_protein_[EC:3.6.3.-]	cdf:CD630_17530	ABC_transporters	NA	NA
K16923	33	41	65	13	energy-coupling_factor_transport_system_substrate-specific_component	cdf:CD630_30730	NA	NA	NA
K16926	0	0	0	0	energy-coupling_factor_transport_system_substrate-specific_component	cdf:CD630_04290	NA	NA	NA
K16950	0	0	0	0	anaerobic_sulfite_reductase_subunit_A	cdf:CD630_22330	Sulfur_metabolism,Microbial_metabolism_in_diverse_environments	R00858,R10146	C00094<=>C00283,C00283=>C00094,C00283<=>C00094,C00094<=>C00283,C00283<=>C00094
K16951	0	0	0	0	anaerobic_sulfite_reductase_subunit_B	cdf:CD630_22320	Sulfur_metabolism,Microbial_metabolism_in_diverse_environments	R00858,R10146	C00094<=>C00283,C00283=>C00094,C00283<=>C00094,C00094<=>C00283,C00283<=>C00094
K16961	10	18	7	10	putative_amino-acid_transport_system_substrate-binding_protein	cdf:CD630_21740,cdf:CD630_21770	ABC_transporters	NA	NA
K16962	7	13	8	6	putative_amino-acid_transport_system_permease_protein	cdf:CD630_21750,cdf:CD630_21760	ABC_transporters	NA	NA
K16963	2	4	2	1	putative_amino-acid_transport_system_ATP-binding_protein_[EC:3.6.3.-]	cdf:CD630_21720	ABC_transporters	NA	NA
K17464	0	0	2	0	PTS_system,_D-glucosaminate-specific_IIA_component_[EC:2.7.1.69]	cdf:CD630_02860	Pentose_phosphate_pathway,Microbial_metabolism_in_diverse_environments,Phosphotransferase_system_(PTS)	R10407	C03752=>C20589,C03752<=>C20589
K17465	0	1	1	0	PTS_system,_D-glucosaminate-specific_IIB_component_[EC:2.7.1.69]	cdf:CD630_02870	Pentose_phosphate_pathway,Microbial_metabolism_in_diverse_environments,Phosphotransferase_system_(PTS)	R10407	C03752=>C20589,C03752<=>C20589
K17466	0	1	2	0	PTS_system,_D-glucosaminate-specific_IIC_component	cdf:CD630_02880	Pentose_phosphate_pathway,Microbial_metabolism_in_diverse_environments,Phosphotransferase_system_(PTS)	R10407	C03752=>C20589,C03752<=>C20589
K17467	1	0	1	0	PTS_system,_D-glucosaminate-specific_IID_component	cdf:CD630_02890	Pentose_phosphate_pathway,Microbial_metabolism_in_diverse_environments,Phosphotransferase_system_(PTS)	R10407	C03752=>C20589,C03752<=>C20589
K17686	1	2	3	0	Cu+-exporting_ATPase_[EC:3.6.3.54]	cdf:CD630_21150	NA	R00086	C00002=>C00008
